title,artist,year,era,url
Black or White,Michael Jackson,1991,hot100,https://en.wikipedia.org/wiki/Black_or_White
Black or White,Michael Jackson,1992,hot100,https://en.wikipedia.org/wiki/Black_or_White
All 4 Love,Color Me Badd,1992,hot100,https://en.wikipedia.org/wiki/All_4_Love
Don't Let the Sun Go Down on Me,George Michael,1992,hot100,https://en.wikipedia.org/wiki/Don%27t_Let_the_Sun_Go_Down_on_Me#George_Michael_and_Elton_John_version
I'm Too Sexy,Right Said Fred,1992,hot100,https://en.wikipedia.org/wiki/I%27m_Too_Sexy
To Be with You,Mr. Big,1992,hot100,https://en.wikipedia.org/wiki/To_Be_with_You
Save the Best for Last,Vanessa Williams,1992,hot100,https://en.wikipedia.org/wiki/Save_the_Best_for_Last
Jump,Kris Kross,1992,hot100,https://en.wikipedia.org/wiki/Jump_(Kris_Kross_song)
I'll Be There,Mariah Carey,1992,hot100,https://en.wikipedia.org/wiki/I%27ll_Be_There_(Jackson_5_song)#Mariah_Carey_version
Baby Got Back,Sir Mix-a-Lot,1992,hot100,https://en.wikipedia.org/wiki/Baby_Got_Back
This Used to Be My Playground,Madonna,1992,hot100,https://en.wikipedia.org/wiki/This_Used_to_Be_My_Playground
End of the Road,Boyz II Men,1992,hot100,https://en.wikipedia.org/wiki/End_of_the_Road_(Boyz_II_Men_song)
How Do You Talk to an Angel,The Heights,1992,hot100,https://en.wikipedia.org/wiki/How_Do_You_Talk_to_an_Angel
I Will Always Love You,Whitney Houston,1992,hot100,https://en.wikipedia.org/wiki/I_Will_Always_Love_You#Whitney_Houston_version
I Will Always Love You,Whitney Houston,1993,hot100,https://en.wikipedia.org/wiki/I_Will_Always_Love_You#Whitney_Houston_version
A Whole New World,Peabo Bryson,1993,hot100,https://en.wikipedia.org/wiki/A_Whole_New_World
Informer,Snow,1993,hot100,https://en.wikipedia.org/wiki/Informer_(song)
Freak Me,Silk,1993,hot100,https://en.wikipedia.org/wiki/Freak_Me
That's the Way Love Goes,Janet Jackson,1993,hot100,https://en.wikipedia.org/wiki/That%27s_the_Way_Love_Goes_(Janet_Jackson_song)
Weak,SWV,1993,hot100,https://en.wikipedia.org/wiki/Weak_(SWV_song)
Can't Help Falling in Love,UB40,1993,hot100,https://en.wikipedia.org/wiki/Can%27t_Help_Falling_in_Love#UB40_version
Dreamlover,Mariah Carey,1993,hot100,https://en.wikipedia.org/wiki/Dreamlover_(song)
I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1993,hot100,https://en.wikipedia.org/wiki/I%27d_Do_Anything_for_Love_(But_I_Won%27t_Do_That)
Again,Janet Jackson,1993,hot100,https://en.wikipedia.org/wiki/Again_(Janet_Jackson_song)
Hero,Mariah Carey,1993,hot100,https://en.wikipedia.org/wiki/Hero_(Mariah_Carey_song)
Hero,Mariah Carey,1994,hot100,https://en.wikipedia.org/wiki/Hero_(Mariah_Carey_song)
All for Love,Bryan Adams,1994,hot100,https://en.wikipedia.org/wiki/All_for_Love_(song)
The Power of Love,Céline Dion,1994,hot100,https://en.wikipedia.org/wiki/The_Power_of_Love_(Jennifer_Rush_song)#Celine_Dion_version
The Sign,Ace of Base,1994,hot100,https://en.wikipedia.org/wiki/The_Sign_(song)
Bump n' Grind,R. Kelly,1994,hot100,https://en.wikipedia.org/wiki/Bump_n%27_Grind_(R._Kelly_song)
"""The Sign""",Ace of Base,1994,hot100,
I Swear,All-4-One,1994,hot100,https://en.wikipedia.org/wiki/I_Swear
Stay (I Missed You),Lisa Loeb & Nine Stories,1994,hot100,https://en.wikipedia.org/wiki/Stay_(I_Missed_You)
I'll Make Love to You,Boyz II Men,1994,hot100,https://en.wikipedia.org/wiki/I%27ll_Make_Love_to_You
On Bended Knee,,1994,hot100,https://en.wikipedia.org/wiki/On_Bended_Knee
Here Comes the Hotstepper,Ini Kamoze,1994,hot100,https://en.wikipedia.org/wiki/Here_Comes_the_Hotstepper
"""On Bended Knee""",Boyz II Men,1994,hot100,
On Bended Knee,Boyz II Men,1995,hot100,https://en.wikipedia.org/wiki/On_Bended_Knee
Creep,TLC,1995,hot100,https://en.wikipedia.org/wiki/Creep_(TLC_song)
Take a Bow,Madonna,1995,hot100,https://en.wikipedia.org/wiki/Take_a_Bow_(Madonna_song)
This Is How We Do It,Montell Jordan,1995,hot100,https://en.wikipedia.org/wiki/This_Is_How_We_Do_It
Have You Ever Really Loved a Woman?,Bryan Adams,1995,hot100,https://en.wikipedia.org/wiki/Have_You_Ever_Really_Loved_a_Woman%3F
Waterfalls,TLC,1995,hot100,https://en.wikipedia.org/wiki/Waterfalls_(TLC_song)
Kiss from a Rose,Seal,1995,hot100,https://en.wikipedia.org/wiki/Kiss_from_a_Rose
You Are Not Alone,Michael Jackson,1995,hot100,https://en.wikipedia.org/wiki/You_Are_Not_Alone
Gangsta's Paradise,Coolio,1995,hot100,https://en.wikipedia.org/wiki/Gangsta%27s_Paradise
Fantasy,Mariah Carey,1995,hot100,https://en.wikipedia.org/wiki/Fantasy_(Mariah_Carey_song)
Exhale (Shoop Shoop),Whitney Houston,1995,hot100,https://en.wikipedia.org/wiki/Exhale_(Shoop_Shoop)
One Sweet Day,Mariah Carey and Boyz II Men,1995,hot100,https://en.wikipedia.org/wiki/One_Sweet_Day
One Sweet Day,Mariah Carey,1996,hot100,https://en.wikipedia.org/wiki/One_Sweet_Day
Because You Loved Me,Céline Dion,1996,hot100,https://en.wikipedia.org/wiki/Because_You_Loved_Me
Always Be My Baby,Mariah Carey,1996,hot100,https://en.wikipedia.org/wiki/Always_Be_My_Baby
Tha Crossroads,Bone Thugs-n-Harmony,1996,hot100,https://en.wikipedia.org/wiki/Tha_Crossroads
How Do U Want It,2Pac,1996,hot100,https://en.wikipedia.org/wiki/How_Do_U_Want_It
You're Makin' Me High,Toni Braxton,1996,hot100,https://en.wikipedia.org/wiki/You%27re_Makin%27_Me_High
"""Macarena"" (Bayside Boys Mix)",Los del Río,1996,hot100,https://en.wikipedia.org/wiki/Macarena
No Diggity,Blackstreet,1996,hot100,https://en.wikipedia.org/wiki/No_Diggity
Un-Break My Heart,Toni Braxton,1996,hot100,https://en.wikipedia.org/wiki/Un-Break_My_Heart
Un-Break My Heart,Toni Braxton,1997,hot100,https://en.wikipedia.org/wiki/Un-Break_My_Heart
Wannabe,Spice Girls,1997,hot100,https://en.wikipedia.org/wiki/Wannabe
Can't Nobody Hold Me Down,Puff Daddy,1997,hot100,https://en.wikipedia.org/wiki/Can%27t_Nobody_Hold_Me_Down
Hypnotize,The Notorious B.I.G.,1997,hot100,https://en.wikipedia.org/wiki/Hypnotize_(The_Notorious_B.I.G._song)
MMMBop,Hanson,1997,hot100,https://en.wikipedia.org/wiki/MMMBop
I'll Be Missing You,Faith Evans,1997,hot100,https://en.wikipedia.org/wiki/I%27ll_Be_Missing_You
Mo Money Mo Problems,The Notorious B.I.G. featuring Puff Daddy and Mase,1997,hot100,https://en.wikipedia.org/wiki/Mo_Money_Mo_Problems
Honey,Mariah Carey,1997,hot100,https://en.wikipedia.org/wiki/Honey_(Mariah_Carey_song)
4 Seasons of Loneliness,Boyz II Men,1997,hot100,https://en.wikipedia.org/wiki/4_Seasons_of_Loneliness
Candle in the Wind 1997,Elton John,1997,hot100,https://en.wikipedia.org/wiki/Candle_in_the_Wind_1997
Candle in the Wind 1997,Elton John,1998,hot100,https://en.wikipedia.org/wiki/Candle_in_the_Wind_1997
Truly Madly Deeply,Savage Garden,1998,hot100,https://en.wikipedia.org/wiki/Truly_Madly_Deeply_(song)
Together Again,Janet,1998,hot100,https://en.wikipedia.org/wiki/Together_Again_(Janet_Jackson_song)
Nice & Slow,Usher,1998,hot100,https://en.wikipedia.org/wiki/Nice_%26_Slow
My Heart Will Go On,Céline Dion,1998,hot100,https://en.wikipedia.org/wiki/My_Heart_Will_Go_On
Gettin' Jiggy wit It,Will Smith,1998,hot100,https://en.wikipedia.org/wiki/Gettin%27_Jiggy_wit_It
All My Life,K-Ci & JoJo,1998,hot100,https://en.wikipedia.org/wiki/All_My_Life_(K-Ci_%26_JoJo_song)
Too Close,Next,1998,hot100,https://en.wikipedia.org/wiki/Too_Close_(Next_song)
My All,Mariah Carey,1998,hot100,https://en.wikipedia.org/wiki/My_All
"""Too Close""",Next,1998,hot100,
The Boy Is Mine,Brandy,1998,hot100,https://en.wikipedia.org/wiki/The_Boy_Is_Mine_(Brandy_and_Monica_song)
I Don't Want to Miss a Thing,Aerosmith,1998,hot100,https://en.wikipedia.org/wiki/I_Don%27t_Want_to_Miss_a_Thing
The First Night,Monica,1998,hot100,https://en.wikipedia.org/wiki/The_First_Night
One Week,Barenaked Ladies,1998,hot100,https://en.wikipedia.org/wiki/One_Week_(song)
"""The First Night""",Monica,1998,hot100,
Doo Wop (That Thing),Lauryn Hill,1998,hot100,https://en.wikipedia.org/wiki/Doo_Wop_(That_Thing)
Lately,Divine,1998,hot100,https://en.wikipedia.org/wiki/Lately_(Divine_song)
I'm Your Angel,R. Kelly,1998,hot100,https://en.wikipedia.org/wiki/I%27m_Your_Angel
I'm Your Angel,R. Kelly,1999,hot100,https://en.wikipedia.org/wiki/I%27m_Your_Angel
Have You Ever?,Brandy,1999,hot100,https://en.wikipedia.org/wiki/Have_You_Ever%3F
...Baby One More Time,Britney Spears,1999,hot100,https://en.wikipedia.org/wiki/...Baby_One_More_Time_(song)
Angel of Mine,Monica,1999,hot100,https://en.wikipedia.org/wiki/Angel_of_Mine
Believe,Cher,1999,hot100,https://en.wikipedia.org/wiki/Believe_(Cher_song)
No Scrubs,TLC,1999,hot100,https://en.wikipedia.org/wiki/No_Scrubs
Livin' la Vida Loca,Ricky Martin,1999,hot100,https://en.wikipedia.org/wiki/Livin%27_la_Vida_Loca
If You Had My Love,Jennifer Lopez,1999,hot100,https://en.wikipedia.org/wiki/If_You_Had_My_Love
"Bills, Bills, Bills",Destiny's Child,1999,hot100,"https://en.wikipedia.org/wiki/Bills,_Bills,_Bills"
Wild Wild West,Will Smith,1999,hot100,https://en.wikipedia.org/wiki/Wild_Wild_West_(Will_Smith_song)
Genie in a Bottle,Christina Aguilera,1999,hot100,https://en.wikipedia.org/wiki/Genie_in_a_Bottle
Bailamos,Enrique Iglesias,1999,hot100,https://en.wikipedia.org/wiki/Bailamos
Unpretty,TLC,1999,hot100,https://en.wikipedia.org/wiki/Unpretty
Heartbreaker,Mariah Carey,1999,hot100,https://en.wikipedia.org/wiki/Heartbreaker_(Mariah_Carey_song)
Smooth,Santana,1999,hot100,https://en.wikipedia.org/wiki/Smooth_(Santana_song)
Smooth,Santana,2000,hot100,https://en.wikipedia.org/wiki/Smooth_(Santana_song)
What a Girl Wants,Christina Aguilera,2000,hot100,https://en.wikipedia.org/wiki/What_a_Girl_Wants_(Christina_Aguilera_song)
I Knew I Loved You,Savage Garden,2000,hot100,https://en.wikipedia.org/wiki/I_Knew_I_Loved_You
Thank God I Found You,Mariah Carey,2000,hot100,https://en.wikipedia.org/wiki/Thank_God_I_Found_You
"""I Knew I Loved You""",Savage Garden,2000,hot100,
Amazed,Lonestar,2000,hot100,https://en.wikipedia.org/wiki/Amazed
Say My Name,Destiny's Child,2000,hot100,https://en.wikipedia.org/wiki/Say_My_Name
Maria Maria,The Product G&B,2000,hot100,https://en.wikipedia.org/wiki/Maria_Maria
Try Again,Aaliyah,2000,hot100,https://en.wikipedia.org/wiki/Try_Again_(Aaliyah_song)
Be with You,Enrique Iglesias,2000,hot100,https://en.wikipedia.org/wiki/Be_with_You_(Enrique_Iglesias_song)
Everything You Want,Vertical Horizon,2000,hot100,https://en.wikipedia.org/wiki/Everything_You_Want_(Vertical_Horizon_song)
Bent,Matchbox Twenty,2000,hot100,https://en.wikipedia.org/wiki/Bent_(song)
It's Gonna Be Me,NSYNC,2000,hot100,https://en.wikipedia.org/wiki/It%27s_Gonna_Be_Me
Incomplete,Sisqó,2000,hot100,https://en.wikipedia.org/wiki/Incomplete_(Sisq%C3%B3_song)
Doesn't Really Matter,Janet,2000,hot100,https://en.wikipedia.org/wiki/Doesn%27t_Really_Matter
Music,Madonna,2000,hot100,https://en.wikipedia.org/wiki/Music_(Madonna_song)
Come On Over Baby (All I Want Is You),Christina Aguilera,2000,hot100,https://en.wikipedia.org/wiki/Come_On_Over_Baby_(All_I_Want_Is_You)
With Arms Wide Open,Creed,2000,hot100,https://en.wikipedia.org/wiki/With_Arms_Wide_Open
Independent Women,Destiny's Child,2000,hot100,https://en.wikipedia.org/wiki/Independent_Women
Independent Women,Destiny's Child,2001,hot100,https://en.wikipedia.org/wiki/Independent_Women
It Wasn't Me,Shaggy,2001,hot100,https://en.wikipedia.org/wiki/It_Wasn%27t_Me
Ms. Jackson,OutKast,2001,hot100,https://en.wikipedia.org/wiki/Ms._Jackson
Stutter,Joe,2001,hot100,https://en.wikipedia.org/wiki/Stutter_(Joe_song)
Butterfly,Crazy Town,2001,hot100,https://en.wikipedia.org/wiki/Butterfly_(Crazy_Town_song)
Angel,Rayvon,2001,hot100,https://en.wikipedia.org/wiki/Angel_(Shaggy_song)
"""Butterfly""",Crazy Town,2001,hot100,
All for You,Janet Jackson,2001,hot100,https://en.wikipedia.org/wiki/All_for_You_(Janet_Jackson_song)
Lady Marmalade,Christina Aguilera,2001,hot100,https://en.wikipedia.org/wiki/Lady_Marmalade
U Remind Me,Usher,2001,hot100,https://en.wikipedia.org/wiki/U_Remind_Me
Bootylicious,Destiny's Child,2001,hot100,https://en.wikipedia.org/wiki/Bootylicious
Fallin',Alicia Keys,2001,hot100,https://en.wikipedia.org/wiki/Fallin%27_(Alicia_Keys_song)
I'm Real (Murder Remix),Jennifer Lopez,2001,hot100,https://en.wikipedia.org/wiki/I%27m_Real_(Jennifer_Lopez_song)
"""Fallin'""",Alicia Keys,2001,hot100,
"""I'm Real (Murder Remix)""",Jennifer Lopez featuring Ja Rule,2001,hot100,
Family Affair,Mary J. Blige,2001,hot100,https://en.wikipedia.org/wiki/Family_Affair_(Mary_J._Blige_song)
U Got It Bad,Usher,2001,hot100,https://en.wikipedia.org/wiki/U_Got_It_Bad
How You Remind Me,Nickelback,2001,hot100,https://en.wikipedia.org/wiki/How_You_Remind_Me
How You Remind Me,Nickelback,2002,hot100,https://en.wikipedia.org/wiki/How_You_Remind_Me
U Got It Bad,Usher,2002,hot100,https://en.wikipedia.org/wiki/U_Got_It_Bad
Always on Time,Ja Rule,2002,hot100,https://en.wikipedia.org/wiki/Always_on_Time
Ain't It Funny (Murder Remix),Jennifer Lopez,2002,hot100,https://en.wikipedia.org/wiki/Ain%27t_It_Funny_(Murder_Remix)
Foolish,Ashanti,2002,hot100,https://en.wikipedia.org/wiki/Foolish_(Ashanti_song)
Hot in Herre,Nelly,2002,hot100,https://en.wikipedia.org/wiki/Hot_in_Herre
Dilemma,Kelly Rowland,2002,hot100,https://en.wikipedia.org/wiki/Dilemma_(Nelly_song)
A Moment Like This,Kelly Clarkson,2002,hot100,https://en.wikipedia.org/wiki/A_Moment_Like_This
"""Dilemma""",Nelly featuring Kelly Rowland,2002,hot100,
Lose Yourself,Eminem,2002,hot100,https://en.wikipedia.org/wiki/Lose_Yourself
Lose Yourself,Eminem,2003,hot100,https://en.wikipedia.org/wiki/Lose_Yourself
"Bump, Bump, Bump",B2K,2003,hot100,"https://en.wikipedia.org/wiki/Bump,_Bump,_Bump"
All I Have,Jennifer Lopez,2003,hot100,https://en.wikipedia.org/wiki/All_I_Have_(song)
In da Club,50 Cent,2003,hot100,https://en.wikipedia.org/wiki/In_da_Club
Get Busy,Sean Paul,2003,hot100,https://en.wikipedia.org/wiki/Get_Busy
21 Questions,Nate Dogg,2003,hot100,https://en.wikipedia.org/wiki/21_Questions
This Is the Night,Clay Aiken,2003,hot100,https://en.wikipedia.org/wiki/This_Is_the_Night_(Clay_Aiken_song)
Crazy in Love,Beyoncé,2003,hot100,https://en.wikipedia.org/wiki/Crazy_in_Love
Shake Ya Tailfeather,Nelly,2003,hot100,https://en.wikipedia.org/wiki/Shake_Ya_Tailfeather
Baby Boy,Beyoncé featuring Sean Paul,2003,hot100,https://en.wikipedia.org/wiki/Baby_Boy_(Beyonc%C3%A9_Knowles_song)
Stand Up,Ludacris,2003,hot100,https://en.wikipedia.org/wiki/Stand_Up_(Ludacris_song)
Hey Ya!,OutKast,2003,hot100,https://en.wikipedia.org/wiki/Hey_Ya!
Hey Ya!,OutKast,2004,hot100,https://en.wikipedia.org/wiki/Hey_Ya!
The Way You Move,Sleepy Brown,2004,hot100,https://en.wikipedia.org/wiki/The_Way_You_Move
Slow Jamz,Twista,2004,hot100,https://en.wikipedia.org/wiki/Slow_Jamz
Yeah!,Usher,2004,hot100,https://en.wikipedia.org/wiki/Yeah!_(Usher_song)
Burn,Usher,2004,hot100,https://en.wikipedia.org/wiki/Burn_(Usher_song)
I Believe,Fantasia,2004,hot100,https://en.wikipedia.org/wiki/I_Believe_(Fantasia_song)
"""Burn""",Usher,2004,hot100,
Confessions Part II,,2004,hot100,https://en.wikipedia.org/wiki/Confessions_Part_II
Slow Motion,Juvenile,2004,hot100,https://en.wikipedia.org/wiki/Slow_Motion_(Juvenile_song)
Lean Back,Terror Squad,2004,hot100,https://en.wikipedia.org/wiki/Lean_Back
Goodies,Ciara,2004,hot100,https://en.wikipedia.org/wiki/Goodies_(song)
My Boo,Alicia Keys,2004,hot100,https://en.wikipedia.org/wiki/My_Boo_(Usher_and_Alicia_Keys_song)
Drop It Like It's Hot,Snoop Dogg,2004,hot100,https://en.wikipedia.org/wiki/Drop_It_Like_It%27s_Hot
Let Me Love You,Mario,2005,hot100,https://en.wikipedia.org/wiki/Let_Me_Love_You_(Mario_song)
Candy Shop,50 Cent,2005,hot100,https://en.wikipedia.org/wiki/Candy_Shop
Hollaback Girl,Gwen Stefani,2005,hot100,https://en.wikipedia.org/wiki/Hollaback_Girl
We Belong Together,Mariah Carey,2005,hot100,https://en.wikipedia.org/wiki/We_Belong_Together
Inside Your Heaven,Carrie Underwood,2005,hot100,https://en.wikipedia.org/wiki/Inside_Your_Heaven
"""We Belong Together""†",Mariah Carey,2005,hot100,
Gold Digger,Kanye West,2005,hot100,https://en.wikipedia.org/wiki/Gold_Digger_(Kanye_West_song)
Run It!,Chris Brown,2005,hot100,https://en.wikipedia.org/wiki/Run_It!
Don't Forget About Us,Mariah Carey,2005,hot100,https://en.wikipedia.org/wiki/Don%27t_Forget_About_Us
Don't Forget About Us,Mariah Carey,2006,hot100,https://en.wikipedia.org/wiki/Don%27t_Forget_About_Us
Laffy Taffy,D4L,2006,hot100,https://en.wikipedia.org/wiki/Laffy_Taffy_(song)
Grillz,Nelly,2006,hot100,https://en.wikipedia.org/wiki/Grillz
Check on It,Beyoncé,2006,hot100,https://en.wikipedia.org/wiki/Check_on_It
You're Beautiful,James Blunt,2006,hot100,https://en.wikipedia.org/wiki/You%27re_Beautiful
So Sick,Ne-Yo,2006,hot100,https://en.wikipedia.org/wiki/So_Sick
Temperature,Sean Paul,2006,hot100,https://en.wikipedia.org/wiki/Temperature_(song)
Bad Day,Daniel Powter,2006,hot100,https://en.wikipedia.org/wiki/Bad_Day_(Daniel_Powter_song)
SOS,Rihanna,2006,hot100,https://en.wikipedia.org/wiki/SOS_(Rihanna_song)
Ridin',Chamillionaire,2006,hot100,https://en.wikipedia.org/wiki/Ridin%27_(Chamillionaire_song)
Hips Don't Lie,Shakira,2006,hot100,https://en.wikipedia.org/wiki/Hips_Don%27t_Lie
Do I Make You Proud,Taylor Hicks,2006,hot100,https://en.wikipedia.org/wiki/Do_I_Make_You_Proud
Promiscuous,Nelly Furtado,2006,hot100,https://en.wikipedia.org/wiki/Promiscuous_(song)
London Bridge,Fergie,2006,hot100,https://en.wikipedia.org/wiki/London_Bridge_(Fergie_song)
SexyBack,Justin Timberlake,2006,hot100,https://en.wikipedia.org/wiki/SexyBack
Money Maker,Ludacris,2006,hot100,https://en.wikipedia.org/wiki/Money_Maker
My Love,T.I.,2006,hot100,https://en.wikipedia.org/wiki/My_Love_(Justin_Timberlake_song)
I Wanna Love You,Akon,2006,hot100,https://en.wikipedia.org/wiki/I_Wanna_Fuck_You
Irreplaceable,Beyoncé,2006,hot100,https://en.wikipedia.org/wiki/Irreplaceable
Irreplaceable,Beyoncé,2007,hot100,https://en.wikipedia.org/wiki/Irreplaceable
Say It Right,Nelly Furtado,2007,hot100,https://en.wikipedia.org/wiki/Say_It_Right
What Goes Around...Comes Around,Justin Timberlake,2007,hot100,https://en.wikipedia.org/wiki/What_Goes_Around.../...Comes_Around
This Is Why I'm Hot,Mims,2007,hot100,https://en.wikipedia.org/wiki/This_Is_Why_I%27m_Hot
Glamorous,Fergie,2007,hot100,https://en.wikipedia.org/wiki/Glamorous_(Fergie_song)
Don't Matter,Akon,2007,hot100,https://en.wikipedia.org/wiki/Don%27t_Matter
Give It to Me,Timbaland,2007,hot100,https://en.wikipedia.org/wiki/Give_It_to_Me_(Timbaland_song)
Girlfriend,Avril Lavigne,2007,hot100,https://en.wikipedia.org/wiki/Girlfriend_(Avril_Lavigne_song)
Makes Me Wonder,Maroon 5,2007,hot100,https://en.wikipedia.org/wiki/Makes_Me_Wonder
Buy U a Drank (Shawty Snappin'),T-Pain,2007,hot100,https://en.wikipedia.org/wiki/Buy_U_a_Drank_(Shawty_Snappin%27)
"""Makes Me Wonder""",Maroon 5,2007,hot100,
Umbrella,Rihanna,2007,hot100,https://en.wikipedia.org/wiki/Umbrella_(song)
Hey There Delilah,Plain White T's,2007,hot100,https://en.wikipedia.org/wiki/Hey_There_Delilah
Beautiful Girls,Sean Kingston,2007,hot100,https://en.wikipedia.org/wiki/Beautiful_Girls_(Sean_Kingston_song)
Big Girls Don't Cry,Fergie,2007,hot100,https://en.wikipedia.org/wiki/Big_Girls_Don%27t_Cry_(Fergie_song)
Crank That (Soulja Boy),Soulja Boy Tell 'Em,2007,hot100,https://en.wikipedia.org/wiki/Crank_That_(Soulja_Boy)
Stronger,Kanye West,2007,hot100,https://en.wikipedia.org/wiki/Stronger_(Kanye_West_song)
"""Crank That (Soulja Boy)""",Soulja Boy Tell 'Em,2007,hot100,
Kiss Kiss,Chris Brown,2007,hot100,https://en.wikipedia.org/wiki/Kiss_Kiss_(Chris_Brown_song)
No One,Alicia Keys,2007,hot100,https://en.wikipedia.org/wiki/No_One_(Alicia_Keys_song)
Low,Flo Rida,2008,hot100,https://en.wikipedia.org/wiki/Low_(Flo_Rida_song)
Love in This Club,Usher,2008,hot100,https://en.wikipedia.org/wiki/Love_in_This_Club
Bleeding Love,Leona Lewis,2008,hot100,https://en.wikipedia.org/wiki/Bleeding_Love
Touch My Body,Mariah Carey,2008,hot100,https://en.wikipedia.org/wiki/Touch_My_Body_(Mariah_Carey_song)
"""Bleeding Love""",Leona Lewis,2008,hot100,
Lollipop,Lil Wayne,2008,hot100,https://en.wikipedia.org/wiki/Lollipop_(Lil_Wayne_song)
"""Bleeding Love""",Leona Lewis,2008,hot100,
Take a Bow,Rihanna,2008,hot100,https://en.wikipedia.org/wiki/Take_a_Bow_(Rihanna_song)
"""Lollipop""",Lil Wayne featuring Static Major,2008,hot100,
Viva la Vida,Coldplay,2008,hot100,https://en.wikipedia.org/wiki/Viva_la_Vida
I Kissed a Girl,Katy Perry,2008,hot100,https://en.wikipedia.org/wiki/I_Kissed_a_Girl
Disturbia,Rihanna,2008,hot100,https://en.wikipedia.org/wiki/Disturbia_(song)
Whatever You Like,T.I.,2008,hot100,https://en.wikipedia.org/wiki/Whatever_You_Like_(T.I._song)
So What,Pink,2008,hot100,https://en.wikipedia.org/wiki/So_What_(Pink_song)
"""Whatever You Like""",T.I.,2008,hot100,
Live Your Life,T.I. featuring Rihanna,2008,hot100,https://en.wikipedia.org/wiki/Live_Your_Life_(T.I._song)
Womanizer,Britney Spears,2008,hot100,https://en.wikipedia.org/wiki/Womanizer_(song)
"""Whatever You Like""",T.I.,2008,hot100,
"""Live Your Life""",T.I. featuring Rihanna,2008,hot100,
Single Ladies (Put a Ring on It),Beyoncé,2008,hot100,https://en.wikipedia.org/wiki/Single_Ladies_(Put_a_Ring_on_It)
"""Live Your Life""",T.I. featuring Rihanna,2008,hot100,
"""Single Ladies (Put a Ring on It)""",Beyoncé,2008,hot100,
Single Ladies (Put a Ring on It),Beyoncé,2009,hot100,https://en.wikipedia.org/wiki/Single_Ladies_(Put_a_Ring_on_It)
Just Dance,Lady Gaga,2009,hot100,https://en.wikipedia.org/wiki/Just_Dance_(song)
My Life Would Suck Without You,Kelly Clarkson,2009,hot100,https://en.wikipedia.org/wiki/My_Life_Would_Suck_Without_You
Crack a Bottle,Eminem,2009,hot100,https://en.wikipedia.org/wiki/Crack_a_Bottle
Right Round,Flo Rida,2009,hot100,https://en.wikipedia.org/wiki/Right_Round
Poker Face,Lady Gaga,2009,hot100,https://en.wikipedia.org/wiki/Poker_Face_(song)
Boom Boom Pow,The Black Eyed Peas,2009,hot100,https://en.wikipedia.org/wiki/Boom_Boom_Pow
I Gotta Feeling,,2009,hot100,https://en.wikipedia.org/wiki/I_Gotta_Feeling
Down,Jay Sean,2009,hot100,https://en.wikipedia.org/wiki/Down_(Jay_Sean_song)
3,Britney Spears,2009,hot100,https://en.wikipedia.org/wiki/3_(Britney_Spears_song)
"""Down""",Jay Sean featuring Lil Wayne,2009,hot100,
Fireflies,Owl City,2009,hot100,https://en.wikipedia.org/wiki/Fireflies_(Owl_City_song)
Whatcha Say,Jason Derulo,2009,hot100,https://en.wikipedia.org/wiki/Whatcha_Say
"""Fireflies""",Owl City,2009,hot100,
Empire State of Mind,Jay-Z,2009,hot100,https://en.wikipedia.org/wiki/Empire_State_of_Mind
Tik Tok,Kesha,2010,hot100,https://en.wikipedia.org/wiki/Tik_Tok_(song)
Imma Be,The Black Eyed Peas,2010,hot100,https://en.wikipedia.org/wiki/Imma_Be
Break Your Heart,Taio Cruz,2010,hot100,https://en.wikipedia.org/wiki/Break_Your_Heart_(Taio_Cruz_song)
Rude Boy,Rihanna,2010,hot100,https://en.wikipedia.org/wiki/Rude_Boy_(Rihanna_song)
Nothin' on You,B.o.B,2010,hot100,https://en.wikipedia.org/wiki/Nothin%27_on_You
OMG,Usher,2010,hot100,https://en.wikipedia.org/wiki/OMG_(Usher_song)
Not Afraid,Eminem,2010,hot100,https://en.wikipedia.org/wiki/Not_Afraid
"""OMG""",Usher featuring will.i.am,2010,hot100,
California Gurls,Katy Perry,2010,hot100,https://en.wikipedia.org/wiki/California_Gurls
Love the Way You Lie,Eminem featuring Rihanna,2010,hot100,https://en.wikipedia.org/wiki/Love_the_Way_You_Lie
Teenage Dream,Katy Perry,2010,hot100,https://en.wikipedia.org/wiki/Teenage_Dream_(Katy_Perry_song)
Just the Way You Are,Bruno Mars,2010,hot100,https://en.wikipedia.org/wiki/Just_the_Way_You_Are_(Bruno_Mars_song)
Like a G6,Far East Movement,2010,hot100,https://en.wikipedia.org/wiki/Like_a_G6
We R Who We R,Kesha,2010,hot100,https://en.wikipedia.org/wiki/We_R_Who_We_R
What's My Name?,Drake,2010,hot100,https://en.wikipedia.org/wiki/What%27s_My_Name%3F_(Rihanna_song)
"""Like a G6""",Far East Movement featuring The Cataracs and Dev,2010,hot100,
Only Girl (In the World),Rihanna,2010,hot100,https://en.wikipedia.org/wiki/Only_Girl_(In_the_World)
Raise Your Glass,Pink,2010,hot100,https://en.wikipedia.org/wiki/Raise_Your_Glass
Firework,Katy Perry,2010,hot100,https://en.wikipedia.org/wiki/Firework_(song)
Firework,Katy Perry,2011,hot100,https://en.wikipedia.org/wiki/Firework_(song)
Grenade,Bruno Mars,2011,hot100,https://en.wikipedia.org/wiki/Grenade_(song)
"""Firework""",Katy Perry,2011,hot100,
"""Grenade""",Bruno Mars,2011,hot100,
