title,artist,year,era,url
Maggie May,Rod Stewart,1971,hot100,https://en.wikipedia.org/wiki/Maggie_May
"Gypsys, Tramps & Thieves",Cher,1971,hot100,"https://en.wikipedia.org/wiki/Gypsys,_Tramps_%26_Thieves"
"""Theme from",Isaac Hayes,1971,hot100,https://en.wikipedia.org/wiki/Theme_from_Shaft
Family Affair,Sly and the Family Stone,1971,hot100,https://en.wikipedia.org/wiki/Family_Affair_(Sly_and_the_Family_Stone_song)
Brand New Key,Melanie,1971,hot100,https://en.wikipedia.org/wiki/Brand_New_Key
Brand New Key,Melanie,1972,hot100,https://en.wikipedia.org/wiki/Brand_New_Key
American Pie,Don McLean,1972,hot100,https://en.wikipedia.org/wiki/American_Pie_(song)
Let's Stay Together,Al Green,1972,hot100,https://en.wikipedia.org/wiki/Let%27s_Stay_Together_(Al_Green_song)
Without You,Nilsson,1972,hot100,https://en.wikipedia.org/wiki/Without_You_(Badfinger_song)#Harry_Nilsson_version
Heart of Gold,Neil Young,1972,hot100,https://en.wikipedia.org/wiki/Heart_of_Gold_(Neil_Young_song)
A Horse with No Name,America,1972,hot100,https://en.wikipedia.org/wiki/A_Horse_with_No_Name
The First Time Ever I Saw Your Face,Roberta Flack,1972,hot100,https://en.wikipedia.org/wiki/The_First_Time_Ever_I_Saw_Your_Face
Oh Girl,The Chi-Lites,1972,hot100,https://en.wikipedia.org/wiki/Oh_Girl
I'll Take You There,The Staple Singers,1972,hot100,https://en.wikipedia.org/wiki/I%27ll_Take_You_There
The Candy Man,Sammy Davis Jr.,1972,hot100,https://en.wikipedia.org/wiki/The_Candy_Man#Sammy_Davis_Jr._version
Song Sung Blue,Neil Diamond,1972,hot100,https://en.wikipedia.org/wiki/Song_Sung_Blue
Lean on Me,Bill Withers,1972,hot100,https://en.wikipedia.org/wiki/Lean_on_Me_(song)
Alone Again (Naturally),Gilbert O'Sullivan,1972,hot100,https://en.wikipedia.org/wiki/Alone_Again_(Naturally)
Brandy (You're a Fine Girl),Looking Glass,1972,hot100,https://en.wikipedia.org/wiki/Brandy_(You%27re_a_Fine_Girl)
"""Alone Again (Naturally)""",Gilbert O'Sullivan,1972,hot100,
Black and White,Three Dog Night,1972,hot100,https://en.wikipedia.org/wiki/Black_and_White_(Three_Dog_Night_song)
"Baby, Don't Get Hooked on Me",Mac Davis,1972,hot100,"https://en.wikipedia.org/wiki/Baby,_Don%27t_Get_Hooked_on_Me"
Ben,Michael Jackson,1972,hot100,https://en.wikipedia.org/wiki/Ben_(song)
My Ding-a-Ling,Chuck Berry,1972,hot100,https://en.wikipedia.org/wiki/My_Ding-a-Ling
I Can See Clearly Now,Johnny Nash,1972,hot100,https://en.wikipedia.org/wiki/I_Can_See_Clearly_Now
Papa Was a Rollin' Stone,The Temptations,1972,hot100,https://en.wikipedia.org/wiki/Papa_Was_a_Rollin%27_Stone
I Am Woman,Helen Reddy,1972,hot100,https://en.wikipedia.org/wiki/I_Am_Woman
Me and Mrs. Jones,Billy Paul,1972,hot100,https://en.wikipedia.org/wiki/Me_and_Mrs._Jones
You're So Vain,Carly Simon,1973,hot100,https://en.wikipedia.org/wiki/You%27re_So_Vain
Superstition,Stevie Wonder,1973,hot100,https://en.wikipedia.org/wiki/Superstition_(song)
Crocodile Rock,Elton John,1973,hot100,https://en.wikipedia.org/wiki/Crocodile_Rock
Killing Me Softly with His Song,Roberta Flack,1973,hot100,https://en.wikipedia.org/wiki/Killing_Me_Softly_with_His_Song#Roberta_Flack_version
Love Train,The O'Jays,1973,hot100,https://en.wikipedia.org/wiki/Love_Train
"""Killing Me Softly with His Song""",Roberta Flack,1973,hot100,
The Night the Lights Went Out in Georgia,Vicki Lawrence,1973,hot100,https://en.wikipedia.org/wiki/The_Night_the_Lights_Went_Out_in_Georgia
Tie a Yellow Ribbon Round the Ole Oak Tree,Dawn featuring Tony Orlando,1973,hot100,https://en.wikipedia.org/wiki/Tie_a_Yellow_Ribbon_Round_the_Ole_Oak_Tree
You Are the Sunshine of My Life,Stevie Wonder,1973,hot100,https://en.wikipedia.org/wiki/You_Are_the_Sunshine_of_My_Life
Frankenstein,The Edgar Winter Group,1973,hot100,https://en.wikipedia.org/wiki/Frankenstein_(instrumental)
My Love,Paul McCartney & Wings,1973,hot100,https://en.wikipedia.org/wiki/My_Love_(Paul_McCartney_and_Wings_song)
Give Me Love (Give Me Peace on Earth),George Harrison,1973,hot100,https://en.wikipedia.org/wiki/Give_Me_Love_(Give_Me_Peace_on_Earth)
Will It Go Round in Circles,Billy Preston,1973,hot100,https://en.wikipedia.org/wiki/Will_It_Go_Round_in_Circles
"Bad, Bad Leroy Brown",Jim Croce,1973,hot100,"https://en.wikipedia.org/wiki/Bad,_Bad_Leroy_Brown"
The Morning After,Maureen McGovern,1973,hot100,https://en.wikipedia.org/wiki/The_Morning_After_(Maureen_McGovern_song)
Touch Me in the Morning,Diana Ross,1973,hot100,https://en.wikipedia.org/wiki/Touch_Me_in_the_Morning_(song)
Brother Louie,Stories,1973,hot100,https://en.wikipedia.org/wiki/Brother_Louie_(Hot_Chocolate_song)
Let's Get It On,Marvin Gaye,1973,hot100,https://en.wikipedia.org/wiki/Let%27s_Get_It_On_(song)
Delta Dawn,Helen Reddy,1973,hot100,https://en.wikipedia.org/wiki/Delta_Dawn
"""Let's Get It On""",Marvin Gaye,1973,hot100,
We're an American Band,Grand Funk,1973,hot100,https://en.wikipedia.org/wiki/We%27re_an_American_Band_(song)
Half-Breed,Cher,1973,hot100,https://en.wikipedia.org/wiki/Half-Breed_(song)
Angie,The Rolling Stones,1973,hot100,https://en.wikipedia.org/wiki/Angie_(song)
Midnight Train to Georgia,Gladys Knight & the Pips,1973,hot100,https://en.wikipedia.org/wiki/Midnight_Train_to_Georgia
Keep on Truckin',Eddie Kendricks,1973,hot100,https://en.wikipedia.org/wiki/Keep_On_Truckin%27_(song)
Photograph,Ringo Starr,1973,hot100,https://en.wikipedia.org/wiki/Photograph_(Ringo_Starr_song)
Top of the World,The Carpenters,1973,hot100,https://en.wikipedia.org/wiki/Top_of_the_World_(The_Carpenters_song)
The Most Beautiful Girl,Charlie Rich,1973,hot100,https://en.wikipedia.org/wiki/The_Most_Beautiful_Girl
Time in a Bottle,Jim Croce,1973,hot100,https://en.wikipedia.org/wiki/Time_in_a_Bottle
Time in a Bottle,Jim Croce,1974,hot100,https://en.wikipedia.org/wiki/Time_in_a_Bottle
The Joker,Steve Miller Band,1974,hot100,https://en.wikipedia.org/wiki/The_Joker_(Steve_Miller_Band_song)
Show and Tell,Al Wilson,1974,hot100,https://en.wikipedia.org/wiki/Show_and_Tell_(song)
You're Sixteen,Ringo Starr,1974,hot100,https://en.wikipedia.org/wiki/You%27re_Sixteen#Ringo_Starr_version
The Way We Were,Barbra Streisand,1974,hot100,https://en.wikipedia.org/wiki/The_Way_We_Were_(song)
Love's Theme,Love Unlimited Orchestra,1974,hot100,https://en.wikipedia.org/wiki/Love%27s_Theme
"""The Way We Were""",Barbra Streisand,1974,hot100,
Seasons in the Sun,Terry Jacks,1974,hot100,https://en.wikipedia.org/wiki/Seasons_in_the_Sun
Dark Lady,Cher,1974,hot100,https://en.wikipedia.org/wiki/Dark_Lady_(song)
Sunshine on My Shoulders,John Denver,1974,hot100,https://en.wikipedia.org/wiki/Sunshine_on_My_Shoulders
Hooked on a Feeling,Blue Swede,1974,hot100,https://en.wikipedia.org/wiki/Hooked_on_a_Feeling
Bennie and the Jets,Elton John,1974,hot100,https://en.wikipedia.org/wiki/Bennie_and_the_Jets
TSOP (The Sound of Philadelphia),MFSB,1974,hot100,https://en.wikipedia.org/wiki/TSOP_(The_Sound_of_Philadelphia)
The Loco-Motion,Grand Funk,1974,hot100,https://en.wikipedia.org/wiki/The_Loco-Motion#Grand_Funk_Railroad_version
The Streak,Ray Stevens,1974,hot100,https://en.wikipedia.org/wiki/The_Streak_(song)
Band on the Run,Paul McCartney & Wings,1974,hot100,https://en.wikipedia.org/wiki/Band_on_the_Run_(song)
Billy Don't Be a Hero,Bo Donaldson and The Heywoods,1974,hot100,https://en.wikipedia.org/wiki/Billy_Don%27t_Be_a_Hero
Sundown,Gordon Lightfoot,1974,hot100,https://en.wikipedia.org/wiki/Sundown_(Gordon_Lightfoot_song)
Rock the Boat,The Hues Corporation,1974,hot100,https://en.wikipedia.org/wiki/Rock_the_Boat_(The_Hues_Corporation_song)
Rock Your Baby,George McCrae,1974,hot100,https://en.wikipedia.org/wiki/Rock_Your_Baby
Annie's Song,John Denver,1974,hot100,https://en.wikipedia.org/wiki/Annie%27s_Song
Feel Like Makin' Love,Roberta Flack,1974,hot100,https://en.wikipedia.org/wiki/Feel_Like_Makin%27_Love_(Roberta_Flack_song)
The Night Chicago Died,Paper Lace,1974,hot100,https://en.wikipedia.org/wiki/The_Night_Chicago_Died
(You're) Having My Baby,Paul Anka,1974,hot100,https://en.wikipedia.org/wiki/(You%27re)_Having_My_Baby
I Shot the Sheriff,Eric Clapton,1974,hot100,https://en.wikipedia.org/wiki/I_Shot_the_Sheriff
"Can't Get Enough of Your Love, Babe",Barry White,1974,hot100,"https://en.wikipedia.org/wiki/Can%27t_Get_Enough_of_Your_Love,_Babe"
Rock Me Gently,Andy Kim,1974,hot100,https://en.wikipedia.org/wiki/Rock_Me_Gently_(Andy_Kim_song)
I Honestly Love You,Olivia Newton-John,1974,hot100,https://en.wikipedia.org/wiki/I_Honestly_Love_You
Nothing From Nothing,Billy Preston,1974,hot100,https://en.wikipedia.org/wiki/Nothing_from_Nothing_(Billy_Preston_song)
Then Came You,Dionne Warwick,1974,hot100,https://en.wikipedia.org/wiki/Then_Came_You_(Dionne_Warwick_and_the_Spinners_song)
You Haven't Done Nothin',Stevie Wonder,1974,hot100,https://en.wikipedia.org/wiki/You_Haven%27t_Done_Nothin%27
You Ain't Seen Nothing Yet,Bachman–Turner Overdrive,1974,hot100,https://en.wikipedia.org/wiki/You_Ain%27t_Seen_Nothing_Yet_(song)
Whatever Gets You thru the Night,John Lennon,1974,hot100,https://en.wikipedia.org/wiki/Whatever_Gets_You_thru_the_Night
I Can Help,Billy Swan,1974,hot100,https://en.wikipedia.org/wiki/I_Can_Help
Kung Fu Fighting,Carl Douglas,1974,hot100,https://en.wikipedia.org/wiki/Kung_Fu_Fighting
Cat's in the Cradle,Harry Chapin,1974,hot100,https://en.wikipedia.org/wiki/Cat%27s_in_the_Cradle
Angie Baby,Helen Reddy,1974,hot100,https://en.wikipedia.org/wiki/Angie_Baby
Lucy in the Sky with Diamonds,Elton John,1975,hot100,https://en.wikipedia.org/wiki/Lucy_in_the_Sky_with_Diamonds#Elton_John_version
Mandy,Barry Manilow,1975,hot100,https://en.wikipedia.org/wiki/Brandy_(Scott_English_song)
Please Mr. Postman,The Carpenters,1975,hot100,https://en.wikipedia.org/wiki/Please_Mr._Postman#Carpenters_version
Laughter in the Rain,Neil Sedaka,1975,hot100,https://en.wikipedia.org/wiki/Laughter_in_the_Rain
Fire,Ohio Players,1975,hot100,https://en.wikipedia.org/wiki/Fire_(Ohio_Players_song)
You're No Good,Linda Ronstadt,1975,hot100,https://en.wikipedia.org/wiki/You%27re_No_Good#Linda_Ronstadt_version
Pick Up the Pieces,Average White Band,1975,hot100,https://en.wikipedia.org/wiki/Pick_Up_the_Pieces_(Average_White_Band_song)
Best of My Love,Eagles,1975,hot100,https://en.wikipedia.org/wiki/Best_of_My_Love_(Eagles_song)
Have You Never Been Mellow,Olivia Newton-John,1975,hot100,https://en.wikipedia.org/wiki/Have_You_Never_Been_Mellow_(song)
Black Water,The Doobie Brothers,1975,hot100,https://en.wikipedia.org/wiki/Black_Water_(song)
My Eyes Adored You,Frankie Valli,1975,hot100,https://en.wikipedia.org/wiki/My_Eyes_Adored_You
Lady Marmalade,Labelle,1975,hot100,https://en.wikipedia.org/wiki/Lady_Marmalade
Lovin' You,Minnie Riperton,1975,hot100,https://en.wikipedia.org/wiki/Lovin%27_You
Philadelphia Freedom,Elton John Band,1975,hot100,https://en.wikipedia.org/wiki/Philadelphia_Freedom_(song)
(Hey Won't You Play),B. J. Thomas,1975,hot100,https://en.wikipedia.org/wiki/(Hey_Won%27t_You_Play)_Another_Somebody_Done_Somebody_Wrong_Song
He Don't Love You (Like I Love You),Tony Orlando and Dawn,1975,hot100,https://en.wikipedia.org/wiki/He_Will_Break_Your_Heart
Shining Star,"Earth, Wind & Fire",1975,hot100,"https://en.wikipedia.org/wiki/Shining_Star_(Earth,_Wind_%26_Fire_song)"
Before the Next Teardrop Falls,Freddy Fender,1975,hot100,https://en.wikipedia.org/wiki/Before_the_Next_Teardrop_Falls_(song)
Thank God I'm a Country Boy,John Denver,1975,hot100,https://en.wikipedia.org/wiki/Thank_God_I%27m_a_Country_Boy
Sister Golden Hair,America,1975,hot100,https://en.wikipedia.org/wiki/Sister_Golden_Hair
Love Will Keep Us Together,Captain & Tennille,1975,hot100,https://en.wikipedia.org/wiki/Love_Will_Keep_Us_Together
Listen to What the Man Said,Wings,1975,hot100,https://en.wikipedia.org/wiki/Listen_to_What_the_Man_Said
The Hustle,Van McCoy and the Soul City Symphony,1975,hot100,https://en.wikipedia.org/wiki/The_Hustle_(song)
One of These Nights,Eagles,1975,hot100,https://en.wikipedia.org/wiki/One_of_These_Nights_(Eagles_song)
Jive Talkin',Bee Gees,1975,hot100,https://en.wikipedia.org/wiki/Jive_Talkin%27
Fallin' in Love,"Hamilton, Joe Frank & Reynolds",1975,hot100,"https://en.wikipedia.org/wiki/Fallin%27_in_Love_(Hamilton,_Joe_Frank_%26_Reynolds_song)"
Get Down Tonight,KC and the Sunshine Band,1975,hot100,https://en.wikipedia.org/wiki/Get_Down_Tonight
Rhinestone Cowboy,Glen Campbell,1975,hot100,https://en.wikipedia.org/wiki/Rhinestone_Cowboy
Fame,David Bowie,1975,hot100,https://en.wikipedia.org/wiki/Fame_(David_Bowie_song)
I'm Sorry,John Denver,1975,hot100,https://en.wikipedia.org/wiki/I%27m_Sorry_(John_Denver_song)
"""Fame""",David Bowie,1975,hot100,
Bad Blood,Neil Sedaka,1975,hot100,https://en.wikipedia.org/wiki/Bad_Blood_(Neil_Sedaka_song)
Island Girl,Elton John,1975,hot100,https://en.wikipedia.org/wiki/Island_Girl
That's the Way (I Like It),KC and the Sunshine Band,1975,hot100,https://en.wikipedia.org/wiki/That%27s_the_Way_(I_Like_It)
"Fly, Robin, Fly",Silver Convention,1975,hot100,"https://en.wikipedia.org/wiki/Fly,_Robin,_Fly"
"""That's the Way (I Like It)""",KC and the Sunshine Band,1975,hot100,
Let's Do It Again,The Staple Singers,1975,hot100,https://en.wikipedia.org/wiki/Let%27s_Do_It_Again_(song)
Saturday Night,Bay City Rollers,1976,hot100,https://en.wikipedia.org/wiki/Saturday_Night_(Bay_City_Rollers_song)
Convoy,C. W. McCall,1976,hot100,https://en.wikipedia.org/wiki/Convoy_(song)
I Write the Songs,Barry Manilow,1976,hot100,https://en.wikipedia.org/wiki/I_Write_the_Songs
"""Theme from",Diana Ross,1976,hot100,https://en.wikipedia.org/wiki/Theme_from_Mahogany_(Do_You_Know_Where_You%27re_Going_To)
Love Rollercoaster,Ohio Players,1976,hot100,https://en.wikipedia.org/wiki/Love_Rollercoaster
50 Ways to Leave Your Lover,Paul Simon,1976,hot100,https://en.wikipedia.org/wiki/50_Ways_to_Leave_Your_Lover
Theme from,Rhythm Heritage,1976,hot100,https://en.wikipedia.org/wiki/Theme_from_S.W.A.T.
Love Machine,The Miracles,1976,hot100,https://en.wikipedia.org/wiki/Love_Machine_(The_Miracles_song)
"December, 1963 (Oh, What a Night)",The Four Seasons,1976,hot100,"https://en.wikipedia.org/wiki/December,_1963_(Oh,_What_a_Night)"
Disco Lady,Johnnie Taylor,1976,hot100,https://en.wikipedia.org/wiki/Disco_Lady
Let Your Love Flow,The Bellamy Brothers,1976,hot100,https://en.wikipedia.org/wiki/Let_Your_Love_Flow
Welcome Back,John Sebastian,1976,hot100,https://en.wikipedia.org/wiki/Welcome_Back_(John_Sebastian_song)
Boogie Fever,The Sylvers,1976,hot100,https://en.wikipedia.org/wiki/Boogie_Fever
Silly Love Songs,Wings,1976,hot100,https://en.wikipedia.org/wiki/Silly_Love_Songs
Love Hangover,Diana Ross,1976,hot100,https://en.wikipedia.org/wiki/Love_Hangover
"""Silly Love Songs""",Wings,1976,hot100,
Afternoon Delight,Starland Vocal Band,1976,hot100,https://en.wikipedia.org/wiki/Afternoon_Delight
Kiss and Say Goodbye,The Manhattans,1976,hot100,https://en.wikipedia.org/wiki/Kiss_and_Say_Goodbye
Don't Go Breaking My Heart,Elton John,1976,hot100,https://en.wikipedia.org/wiki/Don%27t_Go_Breaking_My_Heart
You Should Be Dancing,Bee Gees,1976,hot100,https://en.wikipedia.org/wiki/You_Should_Be_Dancing
"(Shake, Shake, Shake) Shake Your Booty",KC and the Sunshine Band,1976,hot100,"https://en.wikipedia.org/wiki/(Shake,_Shake,_Shake)_Shake_Your_Booty"
Play That Funky Music,Wild Cherry,1976,hot100,https://en.wikipedia.org/wiki/Play_That_Funky_Music
A Fifth of Beethoven,Walter Murphy and the Big Apple Band,1976,hot100,https://en.wikipedia.org/wiki/A_Fifth_of_Beethoven
Disco Duck,Rick Dees and His Cast of Idiots,1976,hot100,https://en.wikipedia.org/wiki/Disco_Duck
If You Leave Me Now,Chicago,1976,hot100,https://en.wikipedia.org/wiki/If_You_Leave_Me_Now
Rock'n Me,Steve Miller Band,1976,hot100,https://en.wikipedia.org/wiki/Rock%27n_Me
Tonight's the Night (Gonna Be Alright),Rod Stewart,1976,hot100,https://en.wikipedia.org/wiki/Tonight%27s_the_Night_(Gonna_Be_Alright)
Tonight's the Night (Gonna Be Alright),Rod Stewart,1977,hot100,https://en.wikipedia.org/wiki/Tonight%27s_the_Night_(Gonna_Be_Alright)
You Don't Have to Be a Star (To Be in My Show),Marilyn McCoo,1977,hot100,https://en.wikipedia.org/wiki/You_Don%27t_Have_to_Be_a_Star_(To_Be_in_My_Show)
You Make Me Feel Like Dancing,Leo Sayer,1977,hot100,https://en.wikipedia.org/wiki/You_Make_Me_Feel_Like_Dancing
I Wish,Stevie Wonder,1977,hot100,https://en.wikipedia.org/wiki/I_Wish_(Stevie_Wonder_song)
Car Wash,Rose Royce,1977,hot100,https://en.wikipedia.org/wiki/Car_Wash_(song)
Torn Between Two Lovers,Mary MacGregor,1977,hot100,https://en.wikipedia.org/wiki/Torn_Between_Two_Lovers_(song)
Blinded by the Light,Manfred Mann's Earth Band,1977,hot100,https://en.wikipedia.org/wiki/Blinded_by_the_Light
New Kid in Town,Eagles,1977,hot100,https://en.wikipedia.org/wiki/New_Kid_in_Town
"""Evergreen (Love Theme from",Barbra Streisand,1977,hot100,https://en.wikipedia.org/wiki/Evergreen_(Love_Theme_from_A_Star_Is_Born)
Rich Girl,Daryl Hall and John Oates,1977,hot100,https://en.wikipedia.org/wiki/Rich_Girl_(Hall_%26_Oates_song)
Dancing Queen,ABBA,1977,hot100,https://en.wikipedia.org/wiki/Dancing_Queen
Don't Give Up on Us,David Soul,1977,hot100,https://en.wikipedia.org/wiki/Don%27t_Give_Up_on_Us_(song)
Don't Leave Me This Way,Thelma Houston,1977,hot100,https://en.wikipedia.org/wiki/Don%27t_Leave_Me_This_Way
Southern Nights,Glen Campbell,1977,hot100,https://en.wikipedia.org/wiki/Southern_Nights_(song)
Hotel California,Eagles,1977,hot100,https://en.wikipedia.org/wiki/Hotel_California
When I Need You,Leo Sayer,1977,hot100,https://en.wikipedia.org/wiki/When_I_Need_You
Sir Duke,Stevie Wonder,1977,hot100,https://en.wikipedia.org/wiki/Sir_Duke
I'm Your Boogie Man,KC and the Sunshine Band,1977,hot100,https://en.wikipedia.org/wiki/I%27m_Your_Boogie_Man
Dreams,Fleetwood Mac,1977,hot100,https://en.wikipedia.org/wiki/Dreams_(Fleetwood_Mac_song)
Got to Give It Up,Marvin Gaye,1977,hot100,https://en.wikipedia.org/wiki/Got_to_Give_It_Up
"""Gonna Fly Now (Theme From",Bill Conti,1977,hot100,https://en.wikipedia.org/wiki/Gonna_Fly_Now
Undercover Angel,Alan O'Day,1977,hot100,https://en.wikipedia.org/wiki/Undercover_Angel_(song)
Da Doo Ron Ron,Shaun Cassidy,1977,hot100,https://en.wikipedia.org/wiki/Da_Doo_Ron_Ron
Looks Like We Made It,Barry Manilow,1977,hot100,https://en.wikipedia.org/wiki/Looks_Like_We_Made_It
I Just Want to Be Your Everything,Andy Gibb,1977,hot100,https://en.wikipedia.org/wiki/I_Just_Want_to_Be_Your_Everything
Best of My Love,The Emotions,1977,hot100,https://en.wikipedia.org/wiki/Best_of_My_Love_(The_Emotions_song)
"""I Just Want to Be Your Everything""",Andy Gibb,1977,hot100,
"""Best of My Love""",The Emotions,1977,hot100,
"""",Meco,1977,hot100,https://en.wikipedia.org/wiki/Star_Wars_Theme/Cantina_Band
You Light Up My Life,Debby Boone,1977,hot100,https://en.wikipedia.org/wiki/You_Light_Up_My_Life_(song)#Debby_Boone_cover_version
How Deep Is Your Love,Bee Gees,1977,hot100,https://en.wikipedia.org/wiki/How_Deep_Is_Your_Love_(Bee_Gees_song)
How Deep Is Your Love,Bee Gees,1978,hot100,https://en.wikipedia.org/wiki/How_Deep_Is_Your_Love_(Bee_Gees_song)
Baby Come Back,Player,1978,hot100,https://en.wikipedia.org/wiki/Baby_Come_Back_(Player_song)
Stayin' Alive,Bee Gees,1978,hot100,https://en.wikipedia.org/wiki/Stayin%27_Alive
(Love Is) Thicker Than Water,Andy Gibb,1978,hot100,https://en.wikipedia.org/wiki/(Love_Is)_Thicker_Than_Water
Night Fever,Bee Gees,1978,hot100,https://en.wikipedia.org/wiki/Night_Fever
If I Can't Have You,Yvonne Elliman,1978,hot100,https://en.wikipedia.org/wiki/If_I_Can%27t_Have_You_(Bee_Gees_song)
With a Little Luck,Wings,1978,hot100,https://en.wikipedia.org/wiki/With_a_Little_Luck
"Too Much, Too Little, Too Late",Johnny Mathis,1978,hot100,"https://en.wikipedia.org/wiki/Too_Much,_Too_Little,_Too_Late"
You're the One That I Want,John Travolta,1978,hot100,https://en.wikipedia.org/wiki/You%27re_the_One_That_I_Want
Shadow Dancing,Andy Gibb,1978,hot100,https://en.wikipedia.org/wiki/Shadow_Dancing_(song)
Miss You,The Rolling Stones,1978,hot100,https://en.wikipedia.org/wiki/Miss_You_(Rolling_Stones_song)
Three Times a Lady,Commodores,1978,hot100,https://en.wikipedia.org/wiki/Three_Times_a_Lady
Grease,Frankie Valli,1978,hot100,https://en.wikipedia.org/wiki/Grease_(song)
Boogie Oogie Oogie,A Taste of Honey,1978,hot100,https://en.wikipedia.org/wiki/Boogie_Oogie_Oogie
Kiss You All Over,Exile,1978,hot100,https://en.wikipedia.org/wiki/Kiss_You_All_Over
Hot Child in the City,Nick Gilder,1978,hot100,https://en.wikipedia.org/wiki/Hot_Child_in_the_City
You Needed Me,Anne Murray,1978,hot100,https://en.wikipedia.org/wiki/You_Needed_Me
MacArthur Park,Donna Summer,1978,hot100,https://en.wikipedia.org/wiki/MacArthur_Park_(song)#Donna_Summer_version
You Don't Bring Me Flowers,Barbra Streisand,1978,hot100,https://en.wikipedia.org/wiki/You_Don%27t_Bring_Me_Flowers
Le Freak,Chic,1978,hot100,https://en.wikipedia.org/wiki/Le_Freak
"""You Don't Bring Me Flowers""",Barbra Streisand and Neil Diamond,1978,hot100,
"""Le Freak""",Chic,1978,hot100,
Too Much Heaven,Bee Gees,1979,hot100,https://en.wikipedia.org/wiki/Too_Much_Heaven
Le Freak,Chic,1979,hot100,https://en.wikipedia.org/wiki/Le_Freak
Da Ya Think I'm Sexy?,Rod Stewart,1979,hot100,https://en.wikipedia.org/wiki/Da_Ya_Think_I%27m_Sexy%3F
I Will Survive,Gloria Gaynor,1979,hot100,https://en.wikipedia.org/wiki/I_Will_Survive
Tragedy,Bee Gees,1979,hot100,https://en.wikipedia.org/wiki/Tragedy_(Bee_Gees_song)
"""I Will Survive""",Gloria Gaynor,1979,hot100,
What a Fool Believes,The Doobie Brothers,1979,hot100,https://en.wikipedia.org/wiki/What_a_Fool_Believes
Knock on Wood,Amii Stewart,1979,hot100,https://en.wikipedia.org/wiki/Knock_on_Wood_(Eddie_Floyd_song)
Heart of Glass,Blondie,1979,hot100,https://en.wikipedia.org/wiki/Heart_of_Glass_(song)
Reunited,Peaches & Herb,1979,hot100,https://en.wikipedia.org/wiki/Reunited_(song)
Hot Stuff,Donna Summer,1979,hot100,https://en.wikipedia.org/wiki/Hot_Stuff_(Donna_Summer_song)
Love You Inside Out,Bee Gees,1979,hot100,https://en.wikipedia.org/wiki/Love_You_Inside_Out
"""Hot Stuff""",Donna Summer,1979,hot100,
Ring My Bell,Anita Ward,1979,hot100,https://en.wikipedia.org/wiki/Ring_My_Bell
Bad Girls,Donna Summer,1979,hot100,https://en.wikipedia.org/wiki/Bad_Girls_(Donna_Summer_song)
Good Times,Chic,1979,hot100,https://en.wikipedia.org/wiki/Good_Times_(Chic_song)
My Sharona,The Knack,1979,hot100,https://en.wikipedia.org/wiki/My_Sharona
Sad Eyes,Robert John,1979,hot100,https://en.wikipedia.org/wiki/Sad_Eyes_(Robert_John_song)
Don't Stop 'Til You Get Enough,Michael Jackson,1979,hot100,https://en.wikipedia.org/wiki/Don%27t_Stop_%27Til_You_Get_Enough
Rise,Herb Alpert,1979,hot100,https://en.wikipedia.org/wiki/Rise_(instrumental)
Pop Muzik,M,1979,hot100,https://en.wikipedia.org/wiki/Pop_Muzik
Heartache Tonight,Eagles,1979,hot100,https://en.wikipedia.org/wiki/Heartache_Tonight
Still,Commodores,1979,hot100,https://en.wikipedia.org/wiki/Still_(Commodores_song)
No More Tears (Enough Is Enough),Barbra Streisand,1979,hot100,https://en.wikipedia.org/wiki/No_More_Tears_(Enough_Is_Enough)
Babe,Styx,1979,hot100,https://en.wikipedia.org/wiki/Babe_(Styx_song)
Escape (The Piña Colada Song),Rupert Holmes,1979,hot100,https://en.wikipedia.org/wiki/Escape_(The_Pi%C3%B1a_Colada_Song)
Please Don't Go,KC and the Sunshine Band,1980,hot100,https://en.wikipedia.org/wiki/Please_Don%27t_Go_(KC_and_the_Sunshine_Band_song)
Escape (The Piña Colada Song),Rupert Holmes,1980,hot100,https://en.wikipedia.org/wiki/Escape_(The_Pi%C3%B1a_Colada_Song)
Rock with You,Michael Jackson,1980,hot100,https://en.wikipedia.org/wiki/Rock_with_You
Do That to Me One More Time,Captain & Tennille,1980,hot100,https://en.wikipedia.org/wiki/Do_That_to_Me_One_More_Time
Crazy Little Thing Called Love,Queen,1980,hot100,https://en.wikipedia.org/wiki/Crazy_Little_Thing_Called_Love
"Another Brick in the Wall, Part II",Pink Floyd,1980,hot100,https://en.wikipedia.org/wiki/Another_Brick_in_the_Wall
Call Me,Blondie,1980,hot100,https://en.wikipedia.org/wiki/Call_Me_(Blondie_song)
Funkytown,Lipps Inc.,1980,hot100,https://en.wikipedia.org/wiki/Funkytown
Coming Up,Paul McCartney,1980,hot100,https://en.wikipedia.org/wiki/Coming_Up_(song)
It's Still Rock and Roll to Me,Billy Joel,1980,hot100,https://en.wikipedia.org/wiki/It%27s_Still_Rock_and_Roll_to_Me
Magic,Olivia Newton-John,1980,hot100,https://en.wikipedia.org/wiki/Magic_(Olivia_Newton-John_song)
Sailing,Christopher Cross,1980,hot100,https://en.wikipedia.org/wiki/Sailing_(Christopher_Cross_song)
Upside Down,Diana Ross,1980,hot100,https://en.wikipedia.org/wiki/Upside_Down_(Diana_Ross_song)
Another One Bites the Dust,Queen,1980,hot100,https://en.wikipedia.org/wiki/Another_One_Bites_the_Dust
Woman in Love,Barbra Streisand,1980,hot100,https://en.wikipedia.org/wiki/Woman_in_Love
